"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"11413","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475014.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like",NA,NA,NA,NA
"11414","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1e-93,"nesprin-1-like",NA,NA,NA,NA
"11415","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475019.1","Q8NF91","SYNE1_HUMAN",5e-163,"nesprin-1-like",NA,NA,NA,NA
"11416","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like",NA,NA,NA,NA
"11417","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.22,"nesprin-1-like",NA,NA,NA,NA
"11418","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1e-10,"nesprin-1-like",NA,NA,NA,NA
"11419","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22370976,22530642,"XM_022475012.1","Q8NF91","SYNE1_HUMAN",0.015,"nesprin-1-like",NA,NA,NA,NA
"11420","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",2e-18,"nesprin-1-like",NA,NA,NA,NA
"11421","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",6e-91,"nesprin-1-like",NA,NA,NA,NA
"11422","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22370976,22530642,"XM_022475012.1","Q8NF91","SYNE1_HUMAN",1e-153,"nesprin-1-like",NA,NA,NA,NA
"11423","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475014.1","Q8NF91","SYNE1_HUMAN",5.2,"nesprin-1-like",NA,NA,NA,NA
"11424","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530703,"XM_022475023.1","Q8NF91","SYNE1_HUMAN",1e-10,"nesprin-1-like",NA,NA,NA,NA
"11425","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.003,"nesprin-1-like",NA,NA,NA,NA
"11426","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.29,"nesprin-1-like",NA,NA,NA,NA
"11427","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475014.1","Q8NF91","SYNE1_HUMAN",0.087,"nesprin-1-like",NA,NA,NA,NA
"11428","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22370976,22530642,"XM_022475012.1","Q8NF91","SYNE1_HUMAN",0.57,"nesprin-1-like",NA,NA,NA,NA
"11429","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530703,"XM_022475023.1","Q8NF91","SYNE1_HUMAN",0.19,"nesprin-1-like",NA,NA,NA,NA
"11430","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530703,"XM_022475023.1","Q8NF91","SYNE1_HUMAN",0.087,"nesprin-1-like",NA,NA,NA,NA
"11431","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",1e-153,"nesprin-1-like",NA,NA,NA,NA
"11432","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.66,"nesprin-1-like",NA,NA,NA,NA
"11433","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",0.074,"nesprin-1-like",NA,NA,NA,NA
"11434","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22370976,22530642,"XM_022475012.1","Q8NF91","SYNE1_HUMAN",4.3,"nesprin-1-like",NA,NA,NA,NA
"11435","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475019.1","Q8NF91","SYNE1_HUMAN",4.7,"nesprin-1-like",NA,NA,NA,NA
"11436","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22370976,22530642,"XM_022475012.1","Q8NF91","SYNE1_HUMAN",0.26,"nesprin-1-like",NA,NA,NA,NA
"11437","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22370976,22530642,"XM_022475012.1","Q8NF91","SYNE1_HUMAN",0.18,"nesprin-1-like",NA,NA,NA,NA
"11438","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",6e-09,"nesprin-1-like",NA,NA,NA,NA
"11439","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",7e-11,"nesprin-1-like",NA,NA,NA,NA
"11440","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475014.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like",NA,NA,NA,NA
"11441","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.2,"nesprin-1-like",NA,NA,NA,NA
"11442","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",4.4,"nesprin-1-like",NA,NA,NA,NA
"11443","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530703,"XM_022475023.1","Q8NF91","SYNE1_HUMAN",2e-149,"nesprin-1-like",NA,NA,NA,NA
"11444","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475014.1","Q8NF91","SYNE1_HUMAN",0.3,"nesprin-1-like",NA,NA,NA,NA
"11445","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530703,"XM_022475023.1","Q8NF91","SYNE1_HUMAN",4e-04,"nesprin-1-like",NA,NA,NA,NA
"11446","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",3e-10,"nesprin-1-like",NA,NA,NA,NA
"11447","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",0.19,"nesprin-1-like",NA,NA,NA,NA
"11448","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like",NA,NA,NA,NA
"11449","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,22397128,22397454,22367508,22530703,"111128998",22370976,22530642,"XM_022475012.1","Q8NF91","SYNE1_HUMAN",0.19,"nesprin-1-like",NA,NA,NA,NA
"11480","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478463.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11481","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478459.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11482","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478461.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11483","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779835,"XM_022478449.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11484","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478463.1","Q9Z1N9","UN13B_MOUSE",7e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11485","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478466.1","Q9Z1N9","UN13B_MOUSE",5e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11486","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478469.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11487","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478452.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11488","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478461.1","Q9Z1N9","UN13B_MOUSE",5e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11489","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779836,"XM_022478450.1","Q9Z1N9","UN13B_MOUSE",7e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11490","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478459.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11491","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478456.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11492","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478456.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11493","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478448.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11494","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779830,"XM_022478464.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11495","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779836,"XM_022478450.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11496","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30767341,"XM_022478454.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11497","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478453.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11498","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478448.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11499","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30767341,"XM_022478451.1","Q9Z1N9","UN13B_MOUSE",4e-43,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11500","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478453.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11501","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779832,"XM_022478470.1","Q9Z1N9","UN13B_MOUSE",5e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11502","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478468.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11503","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779832,"XM_022478460.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11504","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478458.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11505","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478455.1","Q9Z1N9","UN13B_MOUSE",5e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11506","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30767341,"XM_022478454.1","Q9Z1N9","UN13B_MOUSE",1e-44,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11507","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779831,"XM_022478465.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11508","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478468.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11509","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30767341,"XM_022478451.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11510","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779835,"XM_022478457.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11511","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478458.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11512","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779832,"XM_022478460.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11513","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779835,"XM_022478449.1","Q9Z1N9","UN13B_MOUSE",5e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11514","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779832,"XM_022478470.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11515","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779831,"XM_022478467.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11516","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779831,"XM_022478465.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11517","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779831,"XM_022478467.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11518","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478452.1","Q9Z1N9","UN13B_MOUSE",2e-39,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11519","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779830,"XM_022478464.1","Q9Z1N9","UN13B_MOUSE",6e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11520","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779833,"XM_022478469.1","Q9Z1N9","UN13B_MOUSE",5e-38,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11521","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478466.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11522","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779835,"XM_022478457.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11523","NC_035783.1",30742308,30742308,52.4360442917144,"+",2.20760544015602e-33,8.64641088267375e-31,30742240,30743083,30681594,30779854,"111131099",30681594,30779834,"XM_022478455.1","Q9Z1N9","UN13B_MOUSE",0,"protein unc-13 homolog A-like",NA,NA,NA,NA
"11534","NC_035783.1",32197765,32197765,55.2380952380952,"+",7.41968224869193e-18,4.97350758215357e-16,32193131,32198041,32193131,32208073,"111129611",32193131,32208073,"XM_022476067.1","Q96AY4","TTC28_HUMAN",9.2,"uncharacterized LOC111129611",NA,NA,NA,NA
"11535","NC_035783.1",32197765,32197765,55.2380952380952,"+",7.41968224869193e-18,4.97350758215357e-16,32193131,32198041,32193131,32208073,"111129611",32193131,32208073,"XM_022476067.1","Q96AY4","TTC28_HUMAN",1e-05,"uncharacterized LOC111129611",NA,NA,NA,NA
"11536","NC_035783.1",32197765,32197765,55.2380952380952,"+",7.41968224869193e-18,4.97350758215357e-16,32193131,32198041,32193131,32208073,"111129611",32193131,32208073,"XM_022476067.1","Q96AY4","TTC28_HUMAN",0.085,"uncharacterized LOC111129611",NA,NA,NA,NA
"11537","NC_035783.1",32580031,32580031,62.6811594202899,"+",6.48735933650215e-34,2.65333426560526e-31,32580027,32580153,32571064,32589233,"111130082",32571064,32589233,"XM_022476777.1","Q5U581","MTRAA_XENLA",6e-04,"myotubularin-related protein 10-A-like",NA,NA,NA,NA
"11538","NC_035783.1",32580031,32580031,62.6811594202899,"+",6.48735933650215e-34,2.65333426560526e-31,32580027,32580153,32571064,32589233,"111130082",32571064,32589233,"XM_022476777.1","Q5U581","MTRAA_XENLA",4e-103,"myotubularin-related protein 10-A-like",NA,NA,NA,NA
"11548","NC_035783.1",58186424,58186424,60.3241822429907,"+",1.43910080777552e-43,1.38093016148764e-40,58186208,58187524,58182051,58187524,"111129050",58182051,58187524,"XM_022475110.1","Q91XE9","CR3L3_MOUSE",1e-29,"cyclic AMP-responsive element-binding protein 3-like protein 3-B","GO:0000976; GO:0000977; GO:0001228; GO:0005634; GO:0005654; GO:0005783; GO:0005789; GO:0005829; GO:0016020; GO:0016021; GO:0030968; GO:0035497; GO:0042803; GO:0045944; GO:0046982; GO:1990440","endoplasmic reticulum unfolded protein response [GO:0030968]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","cAMP response element binding [GO:0035497]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region sequence-specific DNA binding [GO:0000976]"
"11549","NC_035783.1",58186424,58186424,60.3241822429907,"+",1.43910080777552e-43,1.38093016148764e-40,58186208,58187524,58182051,58187524,"111129050",58182830,58187524,"XM_022475109.1","Q91XE9","CR3L3_MOUSE",1e-29,"cyclic AMP-responsive element-binding protein 3-like protein 3-B","GO:0000976; GO:0000977; GO:0001228; GO:0005634; GO:0005654; GO:0005783; GO:0005789; GO:0005829; GO:0016020; GO:0016021; GO:0030968; GO:0035497; GO:0042803; GO:0045944; GO:0046982; GO:1990440","endoplasmic reticulum unfolded protein response [GO:0030968]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","cAMP response element binding [GO:0035497]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region sequence-specific DNA binding [GO:0000976]"
"11565","NC_035784.1",1992224,1992224,61.0573042776433,"+",2.43810254255254e-36,1.25678344717638e-33,1991333,1996366,1986516,1999533,"111136295",1986516,1999533,"XM_022487046.1","O54963","REST_RAT",0.12,"uncharacterized LOC111136295",NA,NA,NA,NA
"11566","NC_035784.1",1992224,1992224,61.0573042776433,"+",2.43810254255254e-36,1.25678344717638e-33,1991333,1996366,1986516,1999533,"111136295",1986516,1999533,"XM_022487046.1","O54963","REST_RAT",1.7,"uncharacterized LOC111136295",NA,NA,NA,NA
"11567","NC_035784.1",1992224,1992224,61.0573042776433,"+",2.43810254255254e-36,1.25678344717638e-33,1991333,1996366,1986516,1999533,"111136295",1986516,1999533,"XM_022487046.1","O54963","REST_RAT",1e-04,"uncharacterized LOC111136295",NA,NA,NA,NA
