"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"5645","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182521,"XM_022468988.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"5646","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",5e-98,"hemicentin-1-like",NA,NA,NA,NA
"5647","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",6e-25,"hemicentin-1-like",NA,NA,NA,NA
"5649","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1e-114,"hemicentin-1-like",NA,NA,NA,NA
"5650","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",9e-88,"hemicentin-1-like",NA,NA,NA,NA
"5658","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like",NA,NA,NA,NA
"5662","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",4e-52,"hemicentin-1-like",NA,NA,NA,NA
"5664","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469016.1","A2ASS6","TITIN_MOUSE",2e-20,"hemicentin-1-like",NA,NA,NA,NA
"5675","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469006.1","A2ASS6","TITIN_MOUSE",5e-91,"hemicentin-1-like",NA,NA,NA,NA
"5676","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",1e-51,"hemicentin-1-like",NA,NA,NA,NA
"5678","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468992.1","A2ASS6","TITIN_MOUSE",3e-25,"hemicentin-1-like",NA,NA,NA,NA
"5683","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",8e-51,"hemicentin-1-like",NA,NA,NA,NA
"5689","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",8e-40,"hemicentin-1-like",NA,NA,NA,NA
"5692","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469006.1","A2ASS6","TITIN_MOUSE",8e-21,"hemicentin-1-like",NA,NA,NA,NA
"5695","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",9e-49,"hemicentin-1-like",NA,NA,NA,NA
"5699","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",8e-49,"hemicentin-1-like",NA,NA,NA,NA
"5700","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",2e-114,"hemicentin-1-like",NA,NA,NA,NA
"5702","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",1e-93,"hemicentin-1-like",NA,NA,NA,NA
"5704","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",3e-29,"hemicentin-1-like",NA,NA,NA,NA
"5705","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",4e-41,"hemicentin-1-like",NA,NA,NA,NA
"5706","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",1e-23,"hemicentin-1-like",NA,NA,NA,NA
"5707","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",4e-34,"hemicentin-1-like",NA,NA,NA,NA
"5710","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",5e-27,"hemicentin-1-like",NA,NA,NA,NA
"5711","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",2e-47,"hemicentin-1-like",NA,NA,NA,NA
"5712","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",6e-40,"hemicentin-1-like",NA,NA,NA,NA
"5715","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",1e-69,"hemicentin-1-like",NA,NA,NA,NA
"5716","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468992.1","A2ASS6","TITIN_MOUSE",7e-67,"hemicentin-1-like",NA,NA,NA,NA
"5719","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468992.1","A2ASS6","TITIN_MOUSE",1e-50,"hemicentin-1-like",NA,NA,NA,NA
"5720","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",1e-11,"hemicentin-1-like",NA,NA,NA,NA
"5721","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469016.1","A2ASS6","TITIN_MOUSE",4e-25,"hemicentin-1-like",NA,NA,NA,NA
"5729","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",4e-60,"hemicentin-1-like",NA,NA,NA,NA
"5730","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",7e-31,"hemicentin-1-like",NA,NA,NA,NA
"5732","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",1e-51,"hemicentin-1-like",NA,NA,NA,NA
"5734","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",1e-28,"hemicentin-1-like",NA,NA,NA,NA
"5742","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like",NA,NA,NA,NA
"5748","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1e-114,"hemicentin-1-like",NA,NA,NA,NA
"5749","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",8e-91,"hemicentin-1-like",NA,NA,NA,NA
"5750","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1e-93,"hemicentin-1-like",NA,NA,NA,NA
"5760","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469005.1","A2ASS6","TITIN_MOUSE",5e-27,"hemicentin-1-like",NA,NA,NA,NA
"5763","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",9e-88,"hemicentin-1-like",NA,NA,NA,NA
"5767","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182521,"XM_022468988.1","A2ASS6","TITIN_MOUSE",9e-31,"hemicentin-1-like",NA,NA,NA,NA
"5778","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"5779","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",7e-70,"hemicentin-1-like",NA,NA,NA,NA
"5783","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"5789","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",2e-38,"hemicentin-1-like",NA,NA,NA,NA
"5790","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"5798","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",5e-27,"hemicentin-1-like",NA,NA,NA,NA
"5811","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",3e-61,"hemicentin-1-like",NA,NA,NA,NA
"5815","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"5816","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",9e-88,"hemicentin-1-like",NA,NA,NA,NA
"5818","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"5829","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",5e-49,"hemicentin-1-like",NA,NA,NA,NA
"5834","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",1e-28,"hemicentin-1-like",NA,NA,NA,NA
"5836","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468992.1","A2ASS6","TITIN_MOUSE",9e-74,"hemicentin-1-like",NA,NA,NA,NA
"5837","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469016.1","A2ASS6","TITIN_MOUSE",1e-36,"hemicentin-1-like",NA,NA,NA,NA
"5841","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"5843","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",9e-50,"hemicentin-1-like",NA,NA,NA,NA
"5847","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"5848","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"5849","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like",NA,NA,NA,NA
"5852","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469006.1","A2ASS6","TITIN_MOUSE",2e-55,"hemicentin-1-like",NA,NA,NA,NA
"5859","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"5861","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",2e-26,"hemicentin-1-like",NA,NA,NA,NA
"5862","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"5866","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",7e-89,"hemicentin-1-like",NA,NA,NA,NA
"5871","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",5e-55,"hemicentin-1-like",NA,NA,NA,NA
"5875","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",1e-92,"hemicentin-1-like",NA,NA,NA,NA
"5878","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",5e-51,"hemicentin-1-like",NA,NA,NA,NA
"5880","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",4e-32,"hemicentin-1-like",NA,NA,NA,NA
"5881","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"5883","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",2e-28,"hemicentin-1-like",NA,NA,NA,NA
"5890","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",5e-60,"hemicentin-1-like",NA,NA,NA,NA
"5891","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",3e-40,"hemicentin-1-like",NA,NA,NA,NA
"5893","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"5894","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",1e-11,"hemicentin-1-like",NA,NA,NA,NA
"5896","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",2e-99,"hemicentin-1-like",NA,NA,NA,NA
"5897","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1e-11,"hemicentin-1-like",NA,NA,NA,NA
"5905","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like",NA,NA,NA,NA
"5907","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",1e-88,"hemicentin-1-like",NA,NA,NA,NA
"5932","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",1e-93,"hemicentin-1-like",NA,NA,NA,NA
"5935","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1e-51,"hemicentin-1-like",NA,NA,NA,NA
"5940","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"5945","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",9e-31,"hemicentin-1-like",NA,NA,NA,NA
"5956","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",4e-27,"hemicentin-1-like",NA,NA,NA,NA
"5959","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",5e-61,"hemicentin-1-like",NA,NA,NA,NA
"5960","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",9e-13,"hemicentin-1-like",NA,NA,NA,NA
"5961","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",5e-94,"hemicentin-1-like",NA,NA,NA,NA
"5962","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",9e-29,"hemicentin-1-like",NA,NA,NA,NA
"5965","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",5e-40,"hemicentin-1-like",NA,NA,NA,NA
"5971","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"5973","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like",NA,NA,NA,NA
"5978","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",1e-38,"hemicentin-1-like",NA,NA,NA,NA
"5986","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",8e-52,"hemicentin-1-like",NA,NA,NA,NA
"5988","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",4e-27,"hemicentin-1-like",NA,NA,NA,NA
"5993","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",5e-64,"hemicentin-1-like",NA,NA,NA,NA
"5995","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",2e-55,"hemicentin-1-like",NA,NA,NA,NA
"5997","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",2e-76,"hemicentin-1-like",NA,NA,NA,NA
"5999","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",2e-61,"hemicentin-1-like",NA,NA,NA,NA
"6000","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",1e-35,"hemicentin-1-like",NA,NA,NA,NA
