pvalue,GO
4.208454e-09,GO:0003700; GO:0005496; GO:0005634; GO:0005794; GO:0005886; GO:0007200; GO:0007204; GO:0008270; GO:0010863; GO:0030284; GO:0030518; GO:0043124; GO:0043433; GO:0043565; GO:0045429; GO:0045893; GO:0051000; GO:0051091; GO:0071392
3.814651e-42,GO:0003951; GO:0004143; GO:0005509; GO:0005524; GO:0005829; GO:0005886; GO:0007205; GO:0009617; GO:0016020; GO:0035556; GO:0046339; GO:0046486; GO:0046834; GO:0050804; GO:0098685; GO:0098978; GO:0099175
2.910467e-09,GO:0002162; GO:0005509; GO:0005539; GO:0005576; GO:0005604; GO:0005615; GO:0005886; GO:0007158; GO:0007213; GO:0007399; GO:0007420; GO:0007528; GO:0008201; GO:0010977; GO:0016021; GO:0030054; GO:0030297; GO:0030424; GO:0030548; GO:0031012; GO:0031532; GO:0031594; GO:0033691; GO:0035374; GO:0038023; GO:0043113; GO:0043236; GO:0043237; GO:0043395; GO:0043547; GO:0045121; GO:0045178; GO:0045202; GO:0045887; GO:0045944; GO:0046847; GO:0050840; GO:0051491; GO:0071340; GO:0098684; GO:0098965; GO:0098978
0.001354057,GO:0004965; GO:0005576; GO:0005737; GO:0005886; GO:0005887; GO:0007186; GO:0007193; GO:0007214; GO:0030054; GO:0030425; GO:0038039; GO:0042734; GO:0045211; GO:0098685; GO:0098982; GO:0099579; GO:0150099
0.03357738,GO:0001653; GO:0002209; GO:0004930; GO:0005887; GO:0007186; GO:0007204; GO:0007218; GO:0008188; GO:0008344; GO:0008345; GO:0016021
1.359083e-10,GO:0001525; GO:0001756; GO:0005783; GO:0006004; GO:0006493; GO:0007219; GO:0007399; GO:0007507; GO:0008417; GO:0008593; GO:0016020; GO:0046922
7.740655e-10,GO:0001843; GO:0001947; GO:0005654; GO:0005813; GO:0005929; GO:0007224; GO:0021508; GO:0030992; GO:0035082; GO:0042073; GO:0043231; GO:0060271; GO:0060972; GO:0097542; GO:0097546
2.890643e-09,GO:0002756; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007166; GO:0007249; GO:0007283; GO:0010803; GO:0016579; GO:0016740; GO:0031398; GO:0032991; GO:0033209; GO:0034121; GO:0035666; GO:0038061; GO:0039535; GO:0042981; GO:0043027; GO:0043066; GO:0043123; GO:0043154; GO:0045088; GO:0045121; GO:0046872; GO:0050727; GO:0051291; GO:0060544; GO:0060546; GO:0061630; GO:0070424; GO:1990001; GO:2000116
3.326708e-06,GO:0004842; GO:0004869; GO:0005634; GO:0005737; GO:0005794; GO:0005815; GO:0005829; GO:0007257; GO:0016567; GO:0019899; GO:0031398; GO:0042127; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0061630; GO:0070247; GO:1990001
0.01890559,GO:0001726; GO:0005525; GO:0005543; GO:0005737; GO:0005829; GO:0005886; GO:0005938; GO:0006886; GO:0007264; GO:0019904; GO:0030032; GO:0030036; GO:0030742; GO:0031529; GO:0032588; GO:0042802; GO:0045296; GO:0048365; GO:0070273
5.272604e-09,GO:0005545; GO:0005794; GO:0005905; GO:0006898; GO:0007268; GO:0007270; GO:0030136; GO:0030276; GO:0042331; GO:0048268; GO:0048489; GO:0098793; GO:0150007; GO:2000370
1.543768e-14,GO:0004888; GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0007271; GO:0007274; GO:0008144; GO:0014059; GO:0016020; GO:0022848; GO:0030054; GO:0033603; GO:0034220; GO:0035094; GO:0042391; GO:0043005; GO:0045202; GO:0050877; GO:0051291; GO:0051899; GO:0098691; GO:0099055; GO:0099056; GO:2000300
0.008025028,GO:0000149; GO:0000281; GO:0005484; GO:0005765; GO:0005886; GO:0006886; GO:0006906; GO:0007269; GO:0007274; GO:0007317; GO:0007349; GO:0007482; GO:0008021; GO:0016021; GO:0016081; GO:0016192; GO:0017157; GO:0030054; GO:0030672; GO:0031201; GO:0031629; GO:0043195
9.214661e-40,GO:0000122; GO:0003677; GO:0003707; GO:0004879; GO:0005634; GO:0007275; GO:0007553; GO:0007591; GO:0008270; GO:0010468; GO:0018990; GO:0019730; GO:0020037; GO:0035075; GO:0043565; GO:0048477
2.470301e-17,GO:0000966; GO:0004521; GO:0005634; GO:0005737; GO:0006417; GO:0007275; GO:0007276; GO:0007283; GO:0010529; GO:0030154; GO:0030718; GO:0031047; GO:0034584; GO:0034587; GO:0043046; GO:0043186; GO:0046872; GO:0048511; GO:0051321; GO:0071546; GO:1990511; GO:1990923
0.000451096,GO:0000724; GO:0005634; GO:0005654; GO:0005764; GO:0005770; GO:0007283; GO:0007338; GO:0016032; GO:0016579; GO:0035264; GO:0036297; GO:0042769; GO:0043130; GO:0043231; GO:0043588; GO:0048568; GO:0048705; GO:0048872; GO:0050679; GO:0072520; GO:1902525; GO:1903003
1.957134e-23,GO:0005634; GO:0005794; GO:0005813; GO:0005874; GO:0007286; GO:0008017; GO:0008543; GO:0017134; GO:0034453; GO:0042803; GO:0043015; GO:0051260
3.644093e-05,GO:0000902; GO:0003779; GO:0005869; GO:0007015; GO:0007018; GO:0007294; GO:0008290; GO:0010591; GO:0016324; GO:0030036; GO:0030837; GO:0035220; GO:0046329; GO:0046982; GO:0051016; GO:0051489; GO:0051490; GO:0071203
8.602884e-29,GO:0000724; GO:0005634; GO:0005764; GO:0005770; GO:0007283; GO:0007338; GO:0016579; GO:0035264; GO:0043130; GO:0043588; GO:0048568; GO:0048705; GO:0048872; GO:0050679; GO:0072520; GO:1902525; GO:1903003
5.610849e-08,GO:0001700; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0007350; GO:0007367; GO:0007419; GO:0007474; GO:0007476; GO:0007526; GO:0009608; GO:0010468; GO:0016204; GO:0035203; GO:0035287; GO:0035288; GO:0035289; GO:0035291; GO:0042694; GO:0045087; GO:0045944; GO:0046872; GO:0046983; GO:0048813; GO:0048814
5.52813e-20,GO:0001947; GO:0005525; GO:0005929; GO:0005930; GO:0007224; GO:0007368; GO:0009953; GO:0010226; GO:0021532; GO:0021830; GO:0021943; GO:0031514; GO:0060170; GO:0060271; GO:0070986; GO:0097500; GO:0097730; GO:1905515
1.215011e-10,GO:0005525; GO:0005737; GO:0005930; GO:0006886; GO:0007368; GO:0007369; GO:0007601; GO:0008593; GO:0016192; GO:0032402; GO:0033339; GO:0046872; GO:0050896; GO:0060170; GO:0060271; GO:0061512; GO:0070121
5.226984e-07,GO:0000082; GO:0005654; GO:0005829; GO:0007399; GO:0030426; GO:0051301; GO:0051726
1.41558e-29,GO:0003723; GO:0005634; GO:0006351; GO:0006355; GO:0007173; GO:0007379; GO:0007400; GO:0007403; GO:0007411; GO:0007422; GO:0008586; GO:0035222; GO:0035321; GO:0048106; GO:0048749; GO:0050832; GO:0090263
1.546409e-29,GO:0000226; GO:0005737; GO:0005874; GO:0005875; GO:0007017; GO:0007399; GO:0007409; GO:0007528; GO:0008017; GO:0008088; GO:0008355; GO:0008582; GO:0015630; GO:0019900; GO:0030424; GO:0030425; GO:0043025; GO:0043524; GO:0048749; GO:0048813; GO:0060052; GO:1901215
3.641852e-12,GO:0000139; GO:0003924; GO:0005096; GO:0005829; GO:0007165; GO:0007411; GO:0016020; GO:0017016; GO:0042803; GO:0043087; GO:0043547; GO:0051056; GO:1903697
7.271191e-07,GO:0005509; GO:0005886; GO:0005887; GO:0005911; GO:0007156; GO:0007411; GO:0007412; GO:0007413; GO:0008013; GO:0016021; GO:0016318; GO:0016339; GO:0030424; GO:0030425; GO:0031290; GO:0042803; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048675; GO:0048814; GO:0048841; GO:0048846; GO:0050774
0.02173965,GO:0003943; GO:0004065; GO:0005739; GO:0005764; GO:0005791; GO:0005794; GO:0006914; GO:0007417; GO:0007584; GO:0008484; GO:0009268; GO:0009986; GO:0010632; GO:0010976; GO:0043627; GO:0046872; GO:0051597; GO:0061580; GO:0097065
0.2531078,GO:0001656; GO:0001822; GO:0005783; GO:0005886; GO:0005925; GO:0007160; GO:0007229; GO:0007420; GO:0007613; GO:0008305; GO:0009986; GO:0014069; GO:0030030; GO:0030198; GO:0030511; GO:0032591; GO:0034446; GO:0034678; GO:0042472; GO:0043204; GO:0045177; GO:0045184; GO:0046872; GO:0048333; GO:0048745; GO:0098609; GO:2000721
3.550943e-46,GO:0000122; GO:0000977; GO:0000981; GO:0001708; GO:0005634; GO:0007480; GO:0022416; GO:0045892; GO:0046872; GO:0048749
7.776681e-11,GO:0001570; GO:0005737; GO:0007043; GO:0007507; GO:0009948; GO:0060047
1.323509e-09,GO:0004860; GO:0005737; GO:0005886; GO:0007301; GO:0007498; GO:0007517; GO:0009952; GO:0017124; GO:0035556; GO:0042694; GO:0048644; GO:0061099
0.4616238,GO:0004674; GO:0004692; GO:0005524; GO:0005737; GO:0006468; GO:0007526; GO:0030553
1.729811e-35,GO:0000281; GO:0005200; GO:0005764; GO:0005886; GO:0007009; GO:0007165; GO:0007409; GO:0007411; GO:0007528; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0033270; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045184; GO:0045202; GO:0045211; GO:0045296; GO:0045760; GO:0045838; GO:0050808; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1902260; GO:2000651; GO:2001259
0.02028482,GO:0004190; GO:0004197; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0006915; GO:0007507; GO:0007568; GO:0008233; GO:0008234; GO:0009411; GO:0016485; GO:0043231; GO:0051146; GO:0051402; GO:0071887; GO:0072734; GO:0097153; GO:0097194; GO:0097200
0.0001579149,GO:0000062; GO:0003995; GO:0005739; GO:0005759; GO:0006635; GO:0007584; GO:0009725; GO:0016853; GO:0031966; GO:0033539; GO:0042493; GO:0042802; GO:0046688; GO:0050660; GO:0051289; GO:0051384; GO:0051793; GO:0070991
0.01877541,GO:0003700; GO:0003707; GO:0004879; GO:0005634; GO:0007420; GO:0007601; GO:0007623; GO:0008270; GO:0008502; GO:0009725; GO:0035881; GO:0042462; GO:0042752; GO:0043565; GO:0045668; GO:0045892; GO:0045893; GO:0046548; GO:0046549; GO:0060041; GO:0071300
0.002835823,GO:0005095; GO:0005829; GO:0005856; GO:0007601; GO:0007602; GO:0017137; GO:0030659; GO:0031410; GO:0042995; GO:0047555
8.585244e-06,GO:0005388; GO:0005886; GO:0005887; GO:0007601; GO:0007602; GO:0007603; GO:0007608; GO:0008525; GO:0008526; GO:0015914; GO:0016021; GO:0016029; GO:0016056; GO:0016059; GO:0035091; GO:0046488; GO:0046872; GO:0070300; GO:0071482; GO:1990050
0.002388249,GO:0001782; GO:0004190; GO:0004861; GO:0005634; GO:0005829; GO:0006508; GO:0006974; GO:0007507; GO:0007605; GO:0008627; GO:0009411; GO:0009611; GO:0016485; GO:0030216; GO:0030218; GO:0030889; GO:0031647; GO:0034349; GO:0043029; GO:0043065; GO:0043066; GO:0045165; GO:0046007; GO:0048011; GO:0051402; GO:0072734; GO:0097199; GO:0097200; GO:1902004
3.156589e-05,GO:0002092; GO:0005524; GO:0005777; GO:0007612; GO:0007613; GO:0016887; GO:0030054; GO:0045211; GO:0051967
1.520343e-08,GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007613; GO:0008140; GO:0014069; GO:0016032; GO:0016604; GO:0030425; GO:0032793; GO:0043025; GO:0043153; GO:0045944; GO:0048511; GO:0051289; GO:0097009; GO:0098978; GO:0099527; GO:1900006; GO:1900273; GO:1902631
0.0004098466,GO:0005576; GO:0005737; GO:0007611; GO:0007616
0.0009982795,GO:0000977; GO:0001228; GO:0001889; GO:0005634; GO:0005654; GO:0006355; GO:0007623; GO:0045944
5.638688e-27,GO:0005313; GO:0005314; GO:0005886; GO:0005887; GO:0007399; GO:0007632; GO:0008509; GO:0009416; GO:0009611; GO:0009986; GO:0010259; GO:0015501; GO:0015813; GO:0016020; GO:0021537; GO:0030424; GO:0030534; GO:0030673; GO:0031668; GO:0035264; GO:0042493; GO:0042734; GO:0043005; GO:0043197; GO:0043198; GO:0043200; GO:0045202; GO:0046326; GO:0046872; GO:0070207; GO:0070779; GO:0098656; GO:0098712; GO:0098810; GO:0098978; GO:0099056
1.756917e-20,GO:0005245; GO:0005246; GO:0005891; GO:0006816; GO:0008016; GO:0034765; GO:0046872
3.672479e-08,GO:0003723; GO:0005739; GO:0005741; GO:0005783; GO:0005811; GO:0008017; GO:0010614; GO:0010738; GO:0016021; GO:0019901; GO:0019903; GO:0030061; GO:0030346; GO:0031594; GO:0034237; GO:0035308; GO:0042308; GO:0045211; GO:0048487; GO:0060090
5.586811e-27,GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0005892; GO:0006887; GO:0008021; GO:0015031; GO:0017075; GO:0017137; GO:0017157; GO:0019905; GO:0030054; GO:0030659; GO:0031201; GO:0031594; GO:0045159; GO:0045921; GO:0098685; GO:0098888; GO:0099504; GO:0099523
2.846824e-19,GO:0005654; GO:0005829; GO:0005886; GO:0005911; GO:0005913; GO:0007155; GO:0007165; GO:0007267; GO:0008022; GO:0010628; GO:0016607; GO:0017016; GO:0022409; GO:0030054; GO:0030336; GO:0032880; GO:0034332; GO:0043547; GO:0044291; GO:0044331; GO:0045296; GO:0050839; GO:0051015; GO:0061951; GO:0070160; GO:0070830; GO:0090557; GO:2000049
6.710134e-16,GO:0003690; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0008023; GO:0016604; GO:0032783; GO:0034612; GO:0035116
1.508036e-10,GO:0001522; GO:0003723; GO:0005759; GO:0006397; GO:0008033; GO:0009982
2.562255e-10,GO:0002020; GO:0005769; GO:0005794; GO:0005886; GO:0007155; GO:0007612; GO:0008038; GO:0008076; GO:0009986; GO:0016020; GO:0016021; GO:0019899; GO:0021761; GO:0030425; GO:0030534; GO:0030673; GO:0031175; GO:0033010; GO:0033270; GO:0035176; GO:0042297; GO:0043025; GO:0044224; GO:0044325; GO:0045163; GO:0048812; GO:0071205; GO:0071625; GO:0097060
0.3275145,GO:0001756; GO:0004596; GO:0005634; GO:0005737; GO:0005829; GO:0006474; GO:0007064; GO:0008080; GO:0010485; GO:0016573; GO:0031415; GO:0034087; GO:0052858; GO:0071962
3.175641e-15,GO:0004767; GO:0005615; GO:0005886; GO:0006685; GO:0006954; GO:0008081; GO:0008270; GO:0016798; GO:0031225; GO:0034122; GO:0045087; GO:0046466; GO:0050728; GO:0070062
0.8052959,GO:0005737; GO:0008089; GO:0031083; GO:0031175; GO:0032438; GO:0048490; GO:0050885; GO:0070527; GO:1904115
1.071749e-22,GO:0001772; GO:0004725; GO:0005654; GO:0005829; GO:0008092; GO:0008138; GO:0016311; GO:0016791; GO:0030336; GO:0030971; GO:0033549; GO:0045931; GO:0046329; GO:0050860; GO:0050868; GO:0050922; GO:0051893; GO:0070373; GO:0071364; GO:0120183
0.0001090148,GO:0001578; GO:0005737; GO:0005856; GO:0007026; GO:0007050; GO:0008017; GO:0008093; GO:0009267; GO:0010629; GO:0030308; GO:0045647; GO:0046966; GO:0051726; GO:0097067
2.995707e-46,GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0008104; GO:0042981
7.442651e-11,GO:0005102; GO:0005737; GO:0005739; GO:0005777; GO:0005886; GO:0006631; GO:0006699; GO:0008111; GO:0008206; GO:0008300; GO:0043231
0.000167271,GO:0003713; GO:0005654; GO:0005737; GO:0005829; GO:0006626; GO:0006805; GO:0008134; GO:0010738; GO:0016020; GO:0017162; GO:0022417; GO:0034751; GO:0035722; GO:0036004; GO:0051082; GO:0051344
1.153197e-05,GO:0000188; GO:0004725; GO:0005634; GO:0005737; GO:0008138; GO:0008330; GO:0016311; GO:0016791; GO:0017017; GO:0035335; GO:0035970; GO:0070373; GO:1990439
7.115494e-08,GO:0000151; GO:0000165; GO:0003676; GO:0004842; GO:0005737; GO:0005829; GO:0007265; GO:0008139; GO:0008270; GO:0009968; GO:0031965; GO:0042802; GO:0061630
0.005156396,GO:0003779; GO:0004864; GO:0005634; GO:0005829; GO:0008157; GO:0030054; GO:0031032; GO:0031532; GO:0043149; GO:0045202
3.583682e-23,GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005694; GO:0006306; GO:0006325; GO:0008168; GO:0008270; GO:0016279; GO:0016571; GO:0016604; GO:0018024; GO:0018026; GO:0018027; GO:0045892; GO:0045995; GO:0046974; GO:0046976; GO:0060992; GO:0070317; GO:0070742; GO:0120162; GO:1901796
0.003588073,GO:0000387; GO:0005615; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0008173; GO:0009452; GO:0015030; GO:0019216; GO:0022613; GO:0030532; GO:0036261; GO:0071164
0.2550833,GO:0001653; GO:0002209; GO:0004930; GO:0005887; GO:0007186; GO:0007204; GO:0007218; GO:0008188; GO:0008344; GO:0008345; GO:0016021
0.1815091,GO:0005634; GO:0005737; GO:0006281; GO:0006307; GO:0008198; GO:0008283; GO:0035552; GO:0035553; GO:0043734; GO:1990930
1.429505e-05,GO:0001968; GO:0004303; GO:0005518; GO:0005789; GO:0006633; GO:0006703; GO:0008201; GO:0010811; GO:0016021; GO:0030198; GO:0031012; GO:0102339; GO:0102340; GO:0102341; GO:0102342
0.4119972,GO:0005737; GO:0006897; GO:0008203
1.216454e-17,GO:0004222; GO:0005737; GO:0005811; GO:0005829; GO:0005925; GO:0007049; GO:0007155; GO:0008233; GO:0016020; GO:0046872; GO:0051301
7.32177e-10,GO:0000922; GO:0004843; GO:0005634; GO:0005737; GO:0006302; GO:0007049; GO:0008237; GO:0010212; GO:0031593; GO:0036459; GO:0045739; GO:0046872; GO:0051301; GO:0070531; GO:0070536; GO:0070537; GO:0070552; GO:0072425
0.3951227,GO:0005615; GO:0005634; GO:0005886; GO:0006691; GO:0006749; GO:0006805; GO:0008235; GO:0008239; GO:0008270; GO:0016324; GO:0016999; GO:0030054; GO:0030336; GO:0031225; GO:0031528; GO:0034235; GO:0035690; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070062; GO:0070573; GO:0071277; GO:0071732; GO:0072340; GO:0072341
6.975482e-06,GO:0000166; GO:0005576; GO:0005618; GO:0008253; GO:0008254; GO:0008663; GO:0009166; GO:0030288; GO:0046872
9.388298e-35,GO:0003723; GO:0003727; GO:0005737; GO:0005844; GO:0008266; GO:0048864; GO:1990904
1.066452e-74,GO:0003677; GO:0005506; GO:0005634; GO:0006211; GO:0006493; GO:0007049; GO:0008198; GO:0008270; GO:0014070; GO:0030099; GO:0045944; GO:0070579; GO:0070989; GO:0080111; GO:0080182
7.262795e-05,GO:0000188; GO:0003924; GO:0005096; GO:0005654; GO:0005829; GO:0005886; GO:0007186; GO:0008277
3.043487e-10,GO:0005024; GO:0005026; GO:0005524; GO:0005887; GO:0007179; GO:0007389; GO:0008283; GO:0009798; GO:0019838; GO:0032924; GO:0034713; GO:0043235; GO:0043525; GO:0045178; GO:0046332; GO:0046872; GO:0048179; GO:0048185; GO:0048333; GO:0061550; GO:1901389
0.211532,GO:0000086; GO:0005634; GO:0005813; GO:0005814; GO:0005829; GO:0006469; GO:0008284; GO:0010389; GO:0019901; GO:0030292; GO:0030307; GO:0030335; GO:0034453; GO:0042803; GO:0042995; GO:0048471; GO:0097711
0.1809847,GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0007049; GO:0008285; GO:0010259; GO:0019216; GO:0030154; GO:0030308; GO:0042593; GO:0043565; GO:0046627
0.000222559,GO:0005737; GO:0005856; GO:0005886; GO:0005938; GO:0006897; GO:0006914; GO:0008289; GO:0031410; GO:0060271
2.825449e-09,GO:0003730; GO:0005634; GO:0005737; GO:0006355; GO:0008298; GO:0010586; GO:0035925; GO:0043488; GO:0045019; GO:0051028; GO:0061014; GO:0061158; GO:0071345
7.272907e-10,GO:0002083; GO:0005666; GO:0005736; GO:0005743; GO:0006360; GO:0006383; GO:0006744; GO:0008299; GO:0008412; GO:0031305; GO:0047293
0.02295546,GO:0005634; GO:0005786; GO:0006614; GO:0008312; GO:0030942; GO:0042493; GO:0045047
2.265496e-18,GO:0005739; GO:0005741; GO:0005742; GO:0006626; GO:0008320; GO:0016020; GO:0016021; GO:0016236; GO:0070062
7.811875e-05,GO:0005085; GO:0005737; GO:0005886; GO:0007264; GO:0008321; GO:0032485; GO:0035556
0.04882061,GO:0005891; GO:0007268; GO:0007528; GO:0008331; GO:1901385; GO:1990454
0.146097,GO:0003924; GO:0005525; GO:0005765; GO:0005770; GO:0005829; GO:0006622; GO:0008333; GO:0010008; GO:0016032; GO:0016042; GO:0031902; GO:0045022; GO:0045732; GO:0048524
3.021325e-10,GO:0005634; GO:0006357; GO:0007010; GO:0008360
7.47441e-35,GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0007264; GO:0008360; GO:0016607; GO:0030833; GO:0032956; GO:0045296; GO:0051056; GO:2000145
1.899298e-17,GO:0000139; GO:0001958; GO:0007399; GO:0008037; GO:0008283; GO:0008376; GO:0008955; GO:0009653; GO:0015014; GO:0015020; GO:0019276; GO:0030166; GO:0030173; GO:0030198; GO:0030206; GO:0030210; GO:0032580; GO:0046398; GO:0046872; GO:0047237; GO:0047238; GO:0050650; GO:0050651; GO:0050653; GO:0051216
2.921204e-15,GO:0000381; GO:0005634; GO:0005737; GO:0006397; GO:0007049; GO:0007275; GO:0008380; GO:0016607; GO:0036396; GO:0042981; GO:0080009
0.007811753,GO:0000166; GO:0000287; GO:0003729; GO:0005634; GO:0006402; GO:0008409; GO:0034353; GO:0050779; GO:0071028; GO:0090305
0.002996168,GO:0005112; GO:0005783; GO:0006004; GO:0006493; GO:0007219; GO:0008417; GO:0016266; GO:0045747; GO:0045807; GO:0046922
3.725441e-18,GO:0005634; GO:0005737; GO:0006511; GO:0007613; GO:0008344; GO:0008418
0.4819962,GO:0004395; GO:0005739; GO:0005759; GO:0006071; GO:0006744; GO:0008171; GO:0008425; GO:0008689; GO:0010795; GO:0031314; GO:0044595; GO:0044596; GO:1990886
0.005886893,GO:0000139; GO:0005783; GO:0005794; GO:0006486; GO:0007417; GO:0007420; GO:0008376; GO:0008378; GO:0008457; GO:0008532; GO:0009247; GO:0016021; GO:0016266; GO:0030311; GO:0047256
4.68483e-18,GO:0000387; GO:0005634; GO:0005829; GO:0006349; GO:0006355; GO:0008469; GO:0008757; GO:0018216; GO:0030154; GO:0034969; GO:0035241; GO:0035242; GO:0035243; GO:0043046; GO:0044020
0.0196764,GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0021915; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
1.165119e-20,GO:0005524; GO:0005737; GO:0005813; GO:0005874; GO:0007018; GO:0008017; GO:0008569; GO:0046603; GO:0051289; GO:0051294; GO:0051647
1.043667e-12,GO:0003723; GO:0005794; GO:0005829; GO:0005886; GO:0008584; GO:0070937; GO:0070966
2.505798e-22,GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0006515; GO:0007399; GO:0008589; GO:0014033; GO:0016567; GO:0019005; GO:0031146; GO:0043161
3.191352e-16,GO:0000993; GO:0002098; GO:0005737; GO:0006357; GO:0008023; GO:0008607; GO:0033588
0.01733051,GO:0005829; GO:0005886; GO:0006355; GO:0006479; GO:0008469; GO:0008757; GO:0016273; GO:0016571; GO:0018216; GO:0019919; GO:0030917; GO:0034969; GO:0035241; GO:0035242; GO:0042802; GO:0043009; GO:0048666; GO:0048813; GO:0051260; GO:0098753; GO:1904047
3.377498e-05,GO:0000104; GO:0005743; GO:0005749; GO:0006099; GO:0009055; GO:0016021; GO:0020037; GO:0046872
2.481999e-11,GO:0000275; GO:0005739; GO:0005740; GO:0005743; GO:0005753; GO:0009060; GO:0015078; GO:0015986; GO:0033615; GO:0044877; GO:0045259; GO:0045261; GO:0046034; GO:0046933; GO:1902600
8.403966e-07,GO:0000062; GO:0001659; GO:0004466; GO:0005739; GO:0005759; GO:0009062; GO:0009409; GO:0016401; GO:0019254; GO:0031966; GO:0033539; GO:0042413; GO:0042758; GO:0044242; GO:0045717; GO:0046322; GO:0050660; GO:0051289; GO:0055114; GO:0090181; GO:0120162
2.274485e-30,GO:0003826; GO:0003863; GO:0005739; GO:0005947; GO:0007584; GO:0009083
1.381005e-06,GO:0003995; GO:0005739; GO:0005759; GO:0006631; GO:0009083; GO:0050660
8.719017e-18,GO:0004415; GO:0005634; GO:0005829; GO:0006044; GO:0006493; GO:0006516; GO:0006517; GO:0009100; GO:0016020; GO:0016032; GO:0016231; GO:0102166; GO:0102167; GO:0102571
7.317801e-07,GO:0000166; GO:0000287; GO:0005737; GO:0005829; GO:0008253; GO:0009117; GO:0043928
3.446246e-07,GO:0004017; GO:0004127; GO:0004550; GO:0005524; GO:0005829; GO:0006165; GO:0009142
7.29481e-12,GO:0000166; GO:0000287; GO:0005634; GO:0005739; GO:0005829; GO:0006253; GO:0009143; GO:0042262; GO:0047429; GO:0047840
3.654979e-11,GO:0004077; GO:0004078; GO:0004079; GO:0004080; GO:0005524; GO:0005634; GO:0005737; GO:0009305; GO:0071734
2.291938e-23,GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0031072; GO:0051082
3.09856e-12,GO:0000062; GO:0001666; GO:0005829; GO:0006869; GO:0008289; GO:0009416
1.737716e-10,GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0005829; GO:0008795; GO:0009435
0.002169637,GO:0000030; GO:0004169; GO:0005783; GO:0009791; GO:0010468; GO:0016021; GO:0030154; GO:0030324; GO:0034976; GO:0035269; GO:0048286; GO:0048747; GO:0060447; GO:1901800
1.747478e-36,GO:0002119; GO:0005201; GO:0005587; GO:0005604; GO:0005615; GO:0007517; GO:0009792; GO:0030198; GO:0031012; GO:0038063; GO:0048680; GO:0050714
2.025737e-07,GO:0007275; GO:0009897; GO:0016021; GO:0030154; GO:0033081
1.054871e-16,GO:0005096; GO:0005829; GO:0005886; GO:0007186; GO:0009968; GO:0031681; GO:0035556
0.04087406,GO:0001845; GO:0005886; GO:0006915; GO:0009986; GO:0012501; GO:0016021; GO:0030670; GO:0031532; GO:0034620; GO:0042742; GO:0043652; GO:0045184
3.357512e-17,GO:0001726; GO:0005096; GO:0005737; GO:0005886; GO:0007264; GO:0010008; GO:0016197; GO:0017124; GO:0017137; GO:0031252; GO:0033572; GO:0043087; GO:0048471; GO:2001136
6.434683e-16,GO:0000779; GO:0000799; GO:0003682; GO:0005654; GO:0007076; GO:0010032; GO:0016020; GO:0031618; GO:0035064; GO:0042393; GO:0051301; GO:0051304
8.323137e-08,GO:0005524; GO:0005886; GO:0009414; GO:0010148; GO:0016021; GO:0042626; GO:0055085
0.3184054,GO:0005509; GO:0005783; GO:0005886; GO:0010208; GO:0010584; GO:0016020; GO:0016021; GO:0071555
0.0091984,GO:0000014; GO:0000784; GO:0002250; GO:0003684; GO:0005654; GO:0005794; GO:0006303; GO:0010212; GO:0030183; GO:0031848; GO:0033151; GO:0035312; GO:0036297; GO:0070419
9.905513e-25,GO:0000209; GO:0005634; GO:0007409; GO:0008045; GO:0008270; GO:0010259; GO:0030163; GO:0030513; GO:0032991; GO:0035136; GO:0060173; GO:0060384; GO:0061061; GO:0061630
